Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:41ZD1iqyS4tMNDem6tBY9Z,live (feat. KAFU),live (feat. KAFU),Atsu Mizuno;Kafu,22/7/2021,136073,34,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:28:54Z,vocaloid,Atsu Mizuno,0.817,0.352,6,-10.427,1,0.0339,0.905,0.0000273,0.296,0.891,111.986,4
spotify:track:6F1dWmY6wDqLTXb3Omt1Oz,Rokuchonen to ichiya monogatari (feat. IA),IA SUPER BEST -THE CREATORS -,kemu;IA,19/1/2022,215013,43,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:29:00Z,vocaloid,1st PLACE,0.591,0.945,11,-3.223,0,0.136,0.000642,0.0058,0.115,0.548,93.02,4
spotify:track:4re8kXgENW5wqmW2AazeIZ,Parasite,パラサイト,DECO*27,7/2/2022,165706,38,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:29:11Z,"vocaloid,j-pop",OTOIRO,0.701,0.873,11,-5.149,0,0.0316,0.0152,0.00052,0.0389,0.93,137.989,4
spotify:track:6hLrCv5MCXEpG4iIgWiZLU,Until you hug yourself (feat. KAFU),Until you hug yourself (feat. KAFU),MIMI;Kafu,6/2/2022,158108,41,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:29:17Z,"vocaloid,j-pop",MIMI,0.766,0.259,1,-9.777,1,0.0293,0.943,0.0000132,0.106,0.832,93.985,4
spotify:track:5pBIavXhjzTi0u7pkOK71N,フォニイ,KAF+YOU KAFU COMPILATION ALBUM シンメトリー,ツミキ;Kafu,18/12/2021,189884,0,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:29:20Z,vocaloid,KAMITSUBAKI RECORD,0.624,0.897,4,-6.651,0,0.106,0.0724,0.0000257,0.53,0.609,169.903,4
spotify:track:3GDrQUjCYUnBL26fG5BGkA,Kuninaru (feat. KAFU),Kuninaru (feat. KAFU),MIMI;Kafu,18/1/2022,154000,44,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:29:26Z,"vocaloid,j-pop",MIMI,0.727,0.558,6,-7.818,1,0.0666,0.234,0.00452,0.0632,0.961,166.015,4
spotify:track:65tPQdbKnbib1qSVtfogF6,Decadence,Decadence,sasakure.UK,31/12/2021,179923,8,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:29:53Z,vocaloid,sasakuration,0.611,0.88,1,-5.955,1,0.0912,0.0284,0,0.344,0.655,119.986,4
spotify:track:3gkNuMdF4BgdEQRr0UuOfl,Ready Steady (feat. 小豆沢こはね&白石杏&東雲彰人&青柳冬弥&初音ミク),Ready Steady/Forward,Vivid BAD SQUAD,7/7/2021,210005,47,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:29:56Z,"vocaloid,j-pop",KARENT,0.689,0.855,7,-6.733,1,0.122,0.00387,0.0000212,0.356,0.712,114.993,4
spotify:track:1GxzaUNoSvzNqL4JB9ztXq,"Ready Steady (feat. Hatsune Miku, Kagamine Rin, Kagamine Len)","Ready Steady (feat. Hatsune Miku, Kagamine Rin, Kagamine Len)",Giga;Hatsune Miku;Kagamine Rin;Kagamine Len,7/10/2020,209375,39,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:30:18Z,vocaloid,Giga,0.684,0.946,7,-2.268,1,0.164,0.0155,0.000178,0.359,0.56,115.182,4
spotify:track:1FW4bmha9XJlNKCBUtxXdO,アンドロイドガール,アンドロイドガール,DECO*27,22/5/2019,210653,0,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:30:42Z,"vocaloid,j-pop",NBCUniversal Entertainment,0.431,0.913,1,-4.241,1,0.107,0.0147,0.00000384,0.354,0.642,191.823,4
spotify:track:57ogQzcfCwQW1YoBdfz4Wa,Henceforth (feat. IA),Henceforth (feat. IA),Orangestar;IA,5/6/2020,235822,28,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:31:15Z,vocaloid,Orangestar,0.587,0.885,6,-4.181,1,0.0441,0.329,0.0000371,0.067,0.684,157.999,4
spotify:track:0kdCJN0s1FB37IJoHWaZEk,パメラ,パメラ,balloon,29/10/2021,196333,49,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:31:34Z,vocaloid,WM Japan,0.635,0.678,11,-4.954,0,0.0683,0.00805,0,0.0927,0.631,148.056,4
spotify:track:2VQTv451NVoiw9wQUNN3vz,Cinderella,Cinderella,DECO*27,6/8/2021,154261,36,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:31:43Z,"vocaloid,j-pop",OTOIRO,0.539,0.96,3,-3.238,1,0.0636,0.00612,0.000324,0.372,0.876,158.02,4
spotify:track:6dESJSirUhHJj3PdPblCFb,Breriko,Good School Girl (Standard Edition),Mikito P,1/8/2015,246400,31,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:32:17Z,vocaloid,EXIT TUNES,0.451,0.933,3,-2.792,0,0.0783,0.0076,0,0.217,0.643,149.989,4
spotify:track:4SUCEYvULULxNhLAQFCYgE,Kunoichi Demo Koi Ga Shitai,Matsushita Shita Shita Ue Ue←→Ab,Mikito P;Matsushita,1/8/2015,251500,27,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:33:14Z,vocaloid,EXIT TUNES,0.529,0.98,6,-1.984,0,0.185,0.0671,0.00423,0.321,0.557,185.018,4
spotify:track:0m9QPTZzjtqCWY9Jg8poHc,ヴァンパイア,ヴァンパイア,DECO*27,9/3/2021,178235,49,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:33:26Z,"vocaloid,j-pop",OTOIRO,0.555,0.955,1,-4.073,0,0.048,0.0096,0,0.329,0.955,164.028,4
spotify:track:0LgZadzsnpOYzCFD22FhqW,Amanojaku,This Is Vocarock,164;GUMI,1/8/2015,185388,39,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:33:39Z,"vocaloid,anime",EXIT TUNES,0.527,0.915,2,-4.032,1,0.127,0.0593,0,0.298,0.769,100.574,4
spotify:track:6AM4kwGUFoCQZyV1mwfo2A,Mrs.Pumpkinの滑稽な夢 - ORIGINAL,花束と水葬,hachi,7/2/2010,258760,39,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:34:34Z,vocaloid,REISSUE RECORDS inc.,0.678,0.625,0,-5.881,0,0.0286,0.584,0.00148,0.234,0.796,113.323,4
spotify:track:3EFaCiAu1VcXRtRFtfl96B,このふざけた素晴らしき世界は、僕の為にある,詰メ合ワセ,n.k,11/8/2017,263597,34,FALSE,t2q7wl3dtxspcccwyfr8vvjq0,2025-09-17T02:35:08Z,vocaloid,U&R records,0.512,0.838,6,-2.843,0,0.0609,0.045,0,0.124,0.771,152.07,4
spotify:track:3rWyLf6o3RMbUeK4aafkHd,p.h. - cover,p.h. (cover),suisoh,28/11/2020,152929,45,FALSE,techperson12321,2025-09-17T03:27:51Z,"j-pop,vocaloid",suisoh,0.715,0.852,11,-9.763,0,0.051,0.0643,0.00000117,0.0623,0.965,132.036,4
spotify:track:6yZjEE1izAcgaGz29JkBTO,Kiss the villain,The Problem Einstein couldn't solve,40mP;Hatsune Miku,31/12/2018,228024,40,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:40:14Z,vocaloid,40mP,0.676,0.764,5,-2.831,0,0.0338,0.0348,0.00000544,0.153,0.875,123.991,4
spotify:track:5pXkLldKKjyeETflzmJDA3,All I Need are Things I Like,PinocchioP Best Album 2009-2020 Kotobuki,PinocchioP,3/3/2021,273000,37,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:40:34Z,vocaloid,U/M/A/A Inc.,0.593,0.97,7,-4.489,1,0.0637,0.00712,0.00135,0.226,0.46,140.005,4
spotify:track:4jbz6Ab49pUqFbZcSslx66,Demon Lord,Demon Lord,Kanaria,8/7/2023,158720,50,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:40:37Z,"vocaloid,j-pop",Kanaria,0.584,0.827,6,-8.089,0,0.0597,0.00025,0.208,0.0836,0.575,171.92,4
spotify:track:3xRYPih1unPtJwIb8oLXga,I-aru Fanclub,Boku wa Hatsue Miku to Kiss wo Shita,Mikito P;GUMI;Kagamine Rin,2013,238344,39,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:46:45Z,"vocaloid,anime",EXIT TUNES,0.483,0.971,7,-3.433,0,0.138,0.116,0.0000019,0.0921,0.534,144.984,4
spotify:track:2Ldlfe1pthWh1Nrpf5dnQk,White Happy,SIU,Maretu,25/11/2019,234303,51,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:46:49Z,vocaloid,MARETU,0.615,0.968,2,-0.822,0,0.0675,0.0148,0.000863,0.0619,0.859,159.961,4
spotify:track:3mXLyNsVeLelMakgpGUp1f,GETCHA! (feat. Hatsune Miku & GUMI),GETCHA! (feat. Hatsune Miku & GUMI),Giga;KIRA;Hatsune Miku;GUMI,18/9/2020,230500,43,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:47:04Z,"vocaloid,anime",Giga & Kira,0.702,0.926,0,-2.604,1,0.0473,0.00943,0.000275,0.273,0.802,132.024,4
spotify:track:0vENG11oPsLk9PCCH28M7S,パンダヒーロー - ORIGINAL,OFFICIAL ORANGE,hachi,14/11/2011,227360,50,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:47:18Z,vocaloid,REISSUE RECORDS inc.,0.487,0.915,11,-5.144,0,0.0767,0.0000174,0.0944,0.317,0.589,95.007,4
spotify:track:7BAyz4CEaE9xPVrEgJtv2L,Girl eraser,Coin locker Baby,Maretu,2/3/2016,232000,49,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:47:43Z,vocaloid,muevo entertainment,0.586,0.923,9,-3.126,0,0.0467,0.00014,0.25,0.0962,0.927,100.971,4
spotify:track:2fFLOvAfhnReBofJDli0Vm,ギガンティックO.T.N,ギガンティックO.T.N,Giga,9/12/2012,199373,45,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:48:34Z,vocaloid,G4L,0.518,0.968,11,-1.212,0,0.206,0.000218,0.358,0.274,0.661,190.064,3
spotify:track:3MEdthncLhqSZ2Vw8Q5bAc,ネロイズム,ネロイズム,Kairiki Bear;鳴花ミコト,30/9/2020,187826,37,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:48:51Z,vocaloid,YOSHIMOTO MUSIC,0.563,0.974,6,-1.287,0,0.16,0.051,0.00194,0.074,0.906,183.979,4
spotify:track:3UNxJBKO1OiahIlKHGAxjJ,Chururira Chururira Daddadda!,TOP SECRET!!,KurageP,9/4/2021,195386,39,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:49:06Z,vocaloid,WADATAKEAKI(KurageP),0.583,0.908,11,-3.071,0,0.142,0.000363,0.000664,0.274,0.533,109.879,4
spotify:track:3b4SdiHPcSK12fyFbWGknG,FAKE HEART,FAKE HEART,KIRA;Asteroid;Kagamine Rin;Kagamine Len,29/9/2024,177652,48,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:49:28Z,vocaloid,KIRA x ASTEROID MUSIC TEAM,0.67,0.879,1,-3.712,1,0.0566,0.00662,0.556,0.0448,0.71,163.91,4
spotify:track:53Bxkz6LnT8BlkcTlZ9Ef6,Where shall we go? (feat. 鏡音リン&鏡音レン),LR,めろくる;Kagamine Rin;Kagamine Len,16/10/2024,166387,34,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:49:43Z,vocaloid,KARENT,0.735,0.578,5,-8.439,0,0.032,0.733,0.00000747,0.08,0.81,119.016,4
spotify:track:16zu7t8izVogABmYT63Ul5,十面相,十面相,YM,24/6/2011,223001,41,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:49:45Z,vocaloid,KarenT,0.268,0.816,2,-3.053,0,0.0452,0.00354,0,0.0528,0.846,143.902,4
spotify:track:3Ihw9dUCollBvcOIqyByx1,Knife,Knife,rerulili,29/10/2010,273818,40,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:49:56Z,vocaloid,KarenT,0.528,0.971,7,-2.442,0,0.142,0.0843,0.000399,0.033,0.596,109.964,4
spotify:track:6t5q5KX8oT6vfurnCw7hwg,Cosmospice,META,PinocchioP,17/5/2023,196016,30,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:50:09Z,vocaloid,mui,0.597,0.877,10,-5.511,0,0.172,0.0192,0.000409,0.37,0.618,164.858,4
spotify:track:1iPRe1ptuXReCWKRjzjelt,Alice in N.Y.,If the world3,Hitoshizuku and Yama,2019,233986,34,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:50:55Z,vocaloid,KARENT,0.654,0.984,1,-3.257,1,0.0991,0.127,0.0039,0.279,0.742,138.01,4
spotify:track:5A9xJWYjPyP3up6O67L6QP,鬼KYOKAN,ワン☆オポ！VOL.09,Wonderful★opportunity!,18/12/2015,212000,28,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:52:03Z,vocaloid,KARENT,0.332,0.96,6,-2.291,0,0.183,0.0202,0,0.123,0.606,87.411,4
spotify:track:0Y6bTRZgZApeXQjyd1nVMO,あったかいと,あったかいと,halyosy,2016,243573,36,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:52:20Z,vocaloid,KARENT,0.516,0.923,7,-1.583,1,0.119,0.144,0.00000138,0.0471,0.666,178.05,4
spotify:track:4u5QSx6y1VZ0LMp8mQyuIJ,箱庭の夢,Shuffle!!2,Hitoshizuku and Yama,23/1/2019,215750,6,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:52:44Z,vocaloid,KARENT,0.694,0.457,0,-6.152,0,0.0324,0.879,0,0.119,0.171,119.925,4
spotify:track:2Bospg8esGnR9ScfV4qFS5,少女人形の見た夢,Shape of lovE,Hitoshizuku and Yama,9/12/2015,215874,28,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:53:09Z,vocaloid,KARENT,0.655,0.648,0,-6.202,1,0.0265,0.6,0,0.103,0.307,99.983,3
spotify:track:4GAVRj5nfefHr3SICJTDZB,舞台裏の花嫁,Shape of lovE,Hitoshizuku and Yama,9/12/2015,306838,6,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:53:14Z,vocaloid,KARENT,0.543,0.625,0,-4.295,1,0.0358,0.0467,0.00000324,0.0672,0.492,179.782,4
spotify:track:0y1eXZ85HchrQAxJArvdGs,Song for I,EVER DREAM,Hitoshizuku and Yama,25/4/2014,265570,6,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:53:27Z,vocaloid,KARENT,0.444,0.555,5,-4.688,1,0.0288,0.296,0,0.164,0.511,184.047,4
spotify:track:1XRu9areEEuKrpyVQhr1PW,亡国のネメシス,EVER DREAM,Hitoshizuku and Yama,25/4/2014,215533,19,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:54:17Z,vocaloid,KARENT,0.427,0.755,8,-3.341,1,0.0396,0.0496,0,0.248,0.551,75.96,4
spotify:track:0PM9YZLp8ohTNFxEBfWcBX,クイーン・サンベリーナ,If the world3,Hitoshizuku and Yama,2019,226226,14,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:54:41Z,vocaloid,KARENT,0.552,0.94,0,-2.31,1,0.093,0.146,0,0.227,0.807,112.188,4
spotify:track:58QwhzouIliSH1QKkddxXK,Yowamushi Mont Blanc (feat. GUMI),Aimai Elegy,DECO*27;GUMI,15/12/2010,238741,36,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:55:32Z,"vocaloid,j-pop,anime",U/M/A/A,0.618,0.621,3,-5.904,1,0.0296,0.387,0,0.0879,0.534,119.969,4
spotify:track:5GQaOyGSPoC07JlrTGcMpi,Packet Hero,Coin locker Baby,Maretu,2/3/2016,278125,44,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:55:55Z,vocaloid,muevo entertainment,0.678,0.921,4,-3.451,1,0.0383,0.139,0.00342,0.0425,0.915,117.93,4
spotify:track:5N2mSevKGZs2MwSpiAM3KR,From Y To Y,Parallel Universe - Tribute To Jimmythumbp -,jimmythumbP,1/8/2015,329600,23,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T03:57:48Z,vocaloid,EXIT TUNES,0.605,0.729,11,-3.93,1,0.0281,0.408,0.0000649,0.145,0.22,98.013,4
spotify:track:2rLQSO39YRy7KQAR4XKqBM,アンヘル,鳴花ヒメ・ミコト Demo Sampler,Kairikibear;鳴花ミコト,9/4/2019,217885,55,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:01:01Z,vocaloid,YOSHIMOTO MUSIC,0.498,0.925,1,-3.446,0,0.139,0.0434,0.00000846,0.326,0.837,184.102,4
spotify:track:6bSdRjQdiSmeEkhUrPeuCN,スペシャルガール,鳴花ヒメ・ミコト Demo Sampler,れるりり;鳴花ヒメ;鳴花ミコト,9/4/2019,216898,26,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:01:15Z,vocaloid,YOSHIMOTO MUSIC,0.498,0.983,1,-2.239,1,0.23,0.012,0,0.356,0.549,165.086,4
spotify:track:0ll1h4fIfyEh96rdUcvV0p,Hitorinbo Envy,Youthfull,koyori(電ポルP),2014,202066,40,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:01:36Z,vocaloid,U&R records,0.648,0.712,11,-3.698,1,0.0353,0.352,0.004,0.0641,0.822,131.995,4
spotify:track:5DCQ4RGIXle65f1LrLF29Y,インフルエンサー・イズ・デッド,ワン☆オポ！VOL.11,Wonderful★opportunity!,22/12/2016,262836,29,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:02:31Z,vocaloid,KARENT,0.72,0.844,7,-2.569,0,0.132,0.109,0,0.339,0.786,143.999,4
spotify:track:4TdWCOvd9whc3ngbz1IESs,ポジティ部vsネガティ部,ワン☆オポ！VOL.12,Wonderful★opportunity!,24/5/2017,237781,29,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:02:41Z,vocaloid,KARENT,0.58,0.908,9,-4.392,1,0.258,0.023,0,0.321,0.758,82.416,4
spotify:track:7ldSm9p7EgcmoXRgAnRDCm,祝福のメシアとアイの塔,VersuS,Hitoshizuku and Yama,6/9/2017,308000,33,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:03:20Z,vocaloid,KARENT,0.38,0.801,2,-3.902,0,0.0594,0.445,0,0.144,0.496,106.011,3
spotify:track:5OD2g5lzBzi3RC4KRNRpXg,四季折の羽,If the World,Hitoshizuku and Yama,16/10/2013,285613,33,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:03:27Z,vocaloid,KARENT,0.258,0.607,5,-5.295,0,0.0418,0.25,0,0.119,0.496,175.74,3
spotify:track:7IPAirw3E2CrqkPhSweJko,連想アクトレス～狩人と獣～,VersuS,Hitoshizuku and Yama,6/9/2017,299586,14,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:03:40Z,vocaloid,KARENT,0.537,0.786,7,-4.142,0,0.0371,0.0277,0,0.329,0.4,134.023,4
spotify:track:7JucHvsSRuhHMIPvLEbfil,Amazing Dolce,VersuS,Hitoshizuku and Yama,6/9/2017,237506,31,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:03:46Z,vocaloid,KARENT,0.558,0.976,4,-2.959,0,0.241,0.118,0.000367,0.304,0.664,153.983,4
spotify:track:76wgafYOpFhVxCvsAvSxD3,惜別の向日葵,VersuS,Hitoshizuku and Yama,6/9/2017,211374,18,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:03:53Z,vocaloid,KARENT,0.658,0.57,9,-4.492,0,0.0318,0.383,0.00000114,0.0886,0.355,108.03,4
spotify:track:6z4MLf16b8eyucgPAlJ6Mo,おおかみは赤ずきんに恋をした,If the World,Hitoshizuku and Yama,16/10/2013,206800,30,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:04:09Z,vocaloid,KARENT,0.554,0.922,2,-2.967,1,0.0433,0.00498,0.000654,0.276,0.89,95.972,4
spotify:track:7FgiY7kTxyevhFTLJNrULC,夢桜,After the partY,Hitoshizuku and Yama,5/6/2013,252000,13,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:04:25Z,vocaloid,KARENT,0.357,0.946,1,-4.045,1,0.0639,0.175,0,0.115,0.779,119.797,4
spotify:track:3drglA70d024lTnqER2CS7,雨乞い唄,Polkadodge,Hitoshizuku and Yama,24/9/2014,196800,15,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:04:40Z,vocaloid,KARENT,0.275,0.69,4,-5.944,0,0.0485,0.429,0.000103,0.119,0.467,66.66,4
spotify:track:2r6W1zW3fKovDpfMTwA6TG,いつか、シンデレラが,Polkadodge,Hitoshizuku and Yama,24/9/2014,278374,10,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:04:43Z,vocaloid,KARENT,0.728,0.343,0,-6.984,1,0.0329,0.954,0,0.0823,0.334,149.922,4
spotify:track:6Gqu7svjz1CAD7bIXCwIKj,十三番目の黙示録,If the World2,Hitoshizuku and Yama,28/1/2015,265374,22,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:05:15Z,vocaloid,KARENT,0.587,0.828,7,-2.932,0,0.0557,0.375,0,0.139,0.528,143.951,4
spotify:track:6SAj7hyttV1vKAsFvAo3D1,アンノウン・マザーグース,アンノウン・マザーグース,Hitorie,22/10/2017,284020,51,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:05:48Z,"j-rock,vocaloid,anime,j-pop",Sony Music Labels Inc.,0.652,0.847,6,-5.555,0,0.0559,0.118,0.00309,0.372,0.717,111.007,4
spotify:track:5r52h5gUmFDmzg5ph4FACp,LIAR DANCE,GHOST,DECO*27,28/9/2016,216000,38,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:06:33Z,"vocaloid,j-pop",U/M/A/A,0.369,0.81,2,-4.241,0,0.11,0.0135,0,0.145,0.689,200.141,4
spotify:track:36oQ5wq8rxJetYeDPcyKB2,おこちゃま戦争,おこちゃま戦争,Giga,6/10/2014,211594,48,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:06:56Z,vocaloid,G4L,0.512,0.839,9,-1.785,0,0.258,0.0035,0.000027,0.0405,0.549,174.986,4
spotify:track:6k6uMNuaBvMLtoOisZ2mrl,Fire◎Flower - ReRec,Fire◎Flower (ReRec),halyosy,18/8/2024,248533,39,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:07:02Z,vocaloid,halyosy,0.421,0.921,8,-2.703,1,0.0795,0.000915,0.000799,0.299,0.568,175.047,4
spotify:track:11owpOzyB4dJs4w8xnXVih,キライ・キライ・ジガヒダイ!,わたしの未成年観測,WADATAKEAKI KurageP,14/3/2018,214546,39,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:07:39Z,vocaloid,Subcul-rise Record,0.568,0.822,2,-3.601,1,0.0541,0.00401,0.0025,0.351,0.662,120.054,4
spotify:track:2prPAKtsiphQbIb2VuxvUH,CARNIVAL HAPPY,CARNIVAL HAPPY,Kairikibear,14/11/2021,153461,42,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:08:53Z,vocaloid,KAIRIKI BEAR,0.638,0.967,9,-1.399,1,0.0606,0.0341,0,0.157,0.853,104.016,4
spotify:track:5VsTvYy7zIr4kuz6MeX3GT,drop pop candy,No title＋,Giga,17/8/2014,224962,41,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:09:16Z,vocaloid,G4L,0.721,0.934,6,-2.146,0,0.0421,0.077,0,0.0103,0.974,130.016,4
spotify:track:0yb2qOhzja2F2KMuIgcr6L,Brain Revolution Girl 2016 ver.,Coin locker Baby,Maretu,2/3/2016,220108,58,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:11:25Z,vocaloid,muevo entertainment,0.726,0.915,8,-2.88,1,0.0349,0.0423,0.00577,0.0609,0.908,119.981,4
spotify:track:5YUnbmXDRKmZDShws7PipJ,ぜんまい仕掛けの子守唄,Evils Theater,mothy,17/6/2009,214675,20,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:12:44Z,vocaloid,KarenT,0.51,0.734,0,-6.301,1,0.0309,0.0787,0.00759,0.208,0.754,115.005,4
spotify:track:7pkODb2AqnD0eIN7ZbzkuZ,リグレットメッセージ,Evils Theater,mothy,17/6/2009,203826,38,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:13:00Z,vocaloid,KarenT,0.541,0.768,7,-5.21,1,0.0298,0.0563,0.00000105,0.385,0.58,114.996,4
spotify:track:574FdkLqYA9mIDHCXOSVXK,Memories,ミスルトウ〜神々の宿り木〜,Hitoshizuku;Yama;Kagamine Rin;Kagamine Len,30/9/2015,268666,4,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:13:14Z,vocaloid,WM Japan,0.557,0.591,7,-4.363,1,0.04,0.457,0,0.0922,0.276,159.96,4
spotify:track:2PLjCZqcSXAHEc4kvWz8NB,Welcome to the Mirror Sound's Kingdom,Kagaminext feat. 鏡音リン、鏡音レン ―10th ANNIVERSARY BEST―,Hitoshizuku and Yama,17/1/2018,194693,24,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:13:24Z,vocaloid,KARENT,0.592,0.969,0,-1.137,0,0.118,0.0274,0,0.0914,0.677,107.453,4
spotify:track:0hgBNUmvRqa8se2Gs10Un3,流星のパルス (feat. 鏡音レン),流星のパルス,*Luna,13/10/2021,285657,33,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:13:44Z,vocaloid,KARENT,0.488,0.796,7,-5.426,1,0.038,0.000307,0.00524,0.247,0.551,96.033,4
spotify:track:1xtTfuDpN4RJahH2wQ5c6F,病名は愛だった(feat. z'5),CYNICISM,Neru,28/3/2018,231880,0,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:14:18Z,vocaloid,NBCUniversal Entertainment,0.548,0.72,11,-3.311,0,0.033,0.275,0.00074,0.167,0.343,173.967,4
spotify:track:7BaIqOzWFn9eqLePH8hl9O,去り人達のワルツ (feat. 鏡音リン),去り人達のワルツ,mothy;Kagamine Rin,19/3/2024,218000,29,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:14:41Z,vocaloid,KARENT,0.651,0.666,8,-5.478,1,0.0329,0.52,0,0.19,0.826,177.994,3
spotify:track:0roQw6JroDBLFzWkobzXVy,キミペディア (feat. 鏡音リン&鏡音レン),キミペディア,Junky,24/12/2021,221505,27,FALSE,cdvzp1ajz3juiem1mxkljbqnt,2025-09-17T04:14:54Z,vocaloid,KARENT,0.738,0.837,5,-6.062,1,0.0538,0.0365,0.00000139,0.0223,0.917,130.011,4
